,STATION_ID,ANALYTE_NAME,COLLECTION_DATE,RESULT,RESULT_UNITS,UNCERTAINTY
423,10202,Caesium-137,2020-04-08,106.0396806,Bq/m3,
424,9054,Caesium-137,2018-04-09,65.8293165,Bq/m3,
425,10202,Caesium-137,2019-04-09,128.1137458,Bq/m3,
426,10202,Caesium-137,2021-05-10,113.0300857,Bq/m3,
427,9054,Caesium-137,2021-05-11,76.91094596,Bq/m3,
428,9054,Caesium-137,2020-05-12,65.32461693,Bq/m3,
429,10202,Caesium-137,2020-05-12,98.11292916,Bq/m3,
430,10202,Caesium-137,2021-06-10,117.0299168,Bq/m3,
431,9054,Caesium-137,2020-06-02,66.82940975,Bq/m3,
432,10202,Caesium-137,2020-06-02,107.0406192,Bq/m3,
433,9054,Caesium-137,2013-06-20,61.32,Bq/m3,
434,10202,Caesium-137,2012-06-06,84.83,Bq/m3,
435,9054,Caesium-137,2021-06-07,64.61719945,Bq/m3,
436,9054,Caesium-137,2014-07-14,64.03,Bq/m3,
437,10202,Caesium-137,2014-07-14,97.44,Bq/m3,
438,10202,Caesium-137,2022-07-18,118.0522625,Bq/m3,
439,9054,Caesium-137,2022-07-19,73.26562773,Bq/m3,
440,9054,Caesium-137,2012-07-02,62.33,Bq/m3,
441,10202,Caesium-137,2012-07-02,81.62,Bq/m3,
442,10202,Caesium-137,2013-07-02,85.57,Bq/m3,
443,9054,Caesium-137,2023-07-03,66.68853113,Bq/m3,
444,10202,Caesium-137,2023-07-03,132.1754671,Bq/m3,
445,9054,Caesium-137,2011-07-04,89.88,Bq/m3,
446,9054,Caesium-137,2021-07-06,66.0294056,Bq/m3,
447,10202,Caesium-137,2021-07-06,123.054477,Bq/m3,
448,10202,Caesium-137,2015-07-07,104.04,Bq/m3,
449,9054,Caesium-137,2020-07-07,66.52927767,Bq/m3,
450,10202,Caesium-137,2020-07-07,112.0425173,Bq/m3,
451,10202,Caesium-137,2011-08-01,84.15,Bq/m3,
452,10202,Caesium-137,2010-08-11,60.05,Bq/m3,
453,9054,Caesium-137,2010-08-12,77.64,Bq/m3,
454,10202,Caesium-137,2021-08-02,137.0776578,Bq/m3,
455,9054,Caesium-137,2013-08-22,96.34,Bq/m3,
456,9054,Caesium-137,2021-08-03,64.48169755,Bq/m3,
457,9054,Caesium-137,2020-08-04,62.73554118,Bq/m3,
458,10202,Caesium-137,2020-08-04,133.0596075,Bq/m3,
459,10202,Caesium-137,2021-09-06,126.0558057,Bq/m3,
460,9054,Caesium-137,2021-09-07,77.11036469,Bq/m3,
461,9054,Caesium-137,2020-09-08,66.42923364,Bq/m3,
462,10202,Caesium-137,2020-09-08,143.0618268,Bq/m3,
463,9054,Calcium,2022-01-10,30.5,mg/l,3.05
464,10202,Calcium,2022-01-11,38.7,mg/l,3.87
465,10202,Calcium,2023-01-23,33.4,mg/l,3.34
466,9054,Calcium,2023-01-24,30.9,mg/l,3.09
467,10202,Calcium,2022-10-17,32.7,mg/l,3.27
468,10202,Calcium,2021-10-18,34.3,mg/l,3.43
469,9054,Calcium,2022-10-19,30.2,mg/l,3.02
470,10202,Calcium,2023-10-02,31.2,mg/l,3.12
471,9054,Calcium,2023-10-03,29.5,mg/l,2.95
472,9054,Calcium,2021-10-05,27.8,mg/l,2.78
473,9054,Calcium,2021-11-10,26.8,mg/l,2.68
474,10202,Calcium,2021-11-24,33.2,mg/l,3.32
475,10202,Calcium,2020-12-01,35.9,mg/l,3.59
476,10202,Calcium,2019-12-18,31.5,mg/l,3.15
477,9054,Calcium,2019-12-19,30.4,mg/l,3.04
478,9054,Calcium,2020-12-02,28.2,mg/l,2.82
479,10202,Calcium,2021-12-02,35.7,mg/l,3.57
480,9054,Calcium,2021-12-06,27.4,mg/l,2.74
481,10202,Calcium,2022-02-01,37.0,mg/l,3.7
482,9054,Calcium,2022-02-02,32.4,mg/l,3.24
483,9054,Calcium,2010-02-24,28.8,mg/l,2.88
484,10202,Calcium,2021-03-01,33.5,mg/l,3.35
485,9054,Calcium,2021-03-02,25.9,mg/l,2.59
486,10202,Calcium,2020-03-03,29.2,mg/l,2.92
487,10202,Calcium,2018-04-10,30.4,mg/l,3.04
488,9054,Calcium,2019-04-10,30.5,mg/l,3.05
489,9054,Calcium,2010-04-16,29.8,mg/l,2.98
490,10202,Calcium,2022-04-20,34.2,mg/l,3.42
491,10202,Calcium,2010-04-21,29.5,mg/l,2.95
492,9054,Calcium,2022-04-21,29.1,mg/l,2.91
493,9054,Calcium,2017-04-03,29.0,mg/l,2.9
494,9054,Calcium,2023-04-03,26.9,mg/l,2.69
495,10202,Calcium,2023-04-03,36.9,mg/l,3.69
496,9054,Calcium,2016-04-04,29.4,mg/l,2.94
497,10202,Calcium,2016-04-04,31.1,mg/l,3.11
498,10202,Calcium,2017-04-04,30.2,mg/l,3.02
499,9054,Calcium,2020-04-08,26.0,mg/l,2.6
500,9054,Calcium,2018-04-09,29.4,mg/l,2.94
501,10202,Calcium,2019-04-09,27.6,mg/l,2.76
502,9054,Calcium,2010-05-06,28.6,mg/l,2.86
503,10202,Calcium,2021-06-10,34.9,mg/l,3.49
504,9054,Calcium,2020-06-02,25.0,mg/l,2.5
505,10202,Calcium,2020-06-02,29.0,mg/l,2.9
506,9054,Calcium,2010-06-03,29.3,mg/l,2.93
507,9054,Calcium,2021-06-07,30.1,mg/l,3.01
508,10202,Calcium,2022-07-18,34.3,mg/l,3.43
509,9054,Calcium,2022-07-19,30.5,mg/l,3.05
510,9054,Calcium,2023-07-03,28.3,mg/l,2.83
511,10202,Calcium,2023-07-03,32.7,mg/l,3.27
512,9054,Calcium,2021-07-06,29.9,mg/l,2.99
513,10202,Calcium,2021-07-06,44.3,mg/l,4.43
514,10202,Calcium,2021-08-02,35.5,mg/l,3.55
515,9054,Calcium,2021-08-03,27.3,mg/l,2.73
516,9054,Calcium,2021-09-07,27.6,mg/l,2.76
517,9054,Calcium,2020-09-08,23.9,mg/l,2.39
518,10202,Calcium,2020-09-08,32.3,mg/l,3.23
519,9054,Carbon-14,2011-01-10,332003.33,Bq/m3,41400.41
520,9054,Carbon-14,2012-01-10,111000.88,Bq/m3,13900.11
521,10202,Carbon-14,2012-01-10,2800022.22,Bq/m3,345002.74
522,9054,Carbon-14,2016-01-11,231000.8734,Bq/m3,27800.10512
523,10202,Carbon-14,2016-01-11,9650036.355,Bq/m3,1160004.37
524,9054,Carbon-14,2015-01-12,376012.36,Bq/m3,45101.48
525,10202,Carbon-14,2015-01-12,6100212.72,Bq/m3,729025.42
526,10202,Carbon-14,2018-01-19,10700097.16,Bq/m3,1280011.623
527,10202,Carbon-14,2023-01-23,16700.27839,Bq/m3,1740.029006
528,9054,Carbon-14,2023-01-24,9100.175559,Bq/m3,547.0105528
529,9054,Carbon-14,2014-01-07,78301.1,Bq/m3,9570.13
530,10202,Carbon-14,2019-01-07,1220.011886,Bq/m3,364.0035463
531,9054,Carbon-14,2013-01-08,229001.31,Bq/m3,28400.16
532,10202,Carbon-14,2013-01-08,3750021.37,Bq/m3,462002.63
533,10202,Carbon-14,2014-01-08,1800024.67,Bq/m3,215002.95
534,9054,Carbon-14,2017-01-09,219002.2031,Bq/m3,26400.26558
535,10202,Carbon-14,2017-01-09,9680097.114,Bq/m3,1160011.638
536,9054,Carbon-14,2012-10-01,301001.76,Bq/m3,37600.22
537,10202,Carbon-14,2012-10-01,3230018.85,Bq/m3,401002.34
538,9054,Carbon-14,2014-10-01,259001.94,Bq/m3,31200.23
539,10202,Carbon-14,2014-10-01,6910078.38,Bq/m3,826009.37
540,10202,Carbon-14,2014-10-01,6910078.38,Bq/m3,826009.37
541,10202,Carbon-14,2013-10-10,6340317.77,Bq/m3,763038.24
542,9054,Carbon-14,2016-10-10,262002.1766,Bq/m3,31600.26252
543,10202,Carbon-14,2016-10-10,7260068.527,Bq/m3,868008.1931
544,10202,Carbon-14,2017-10-10,10600057.34,Bq/m3,1270006.87
545,10202,Carbon-14,2022-10-17,17000.21114,Bq/m3,1900.023598
546,10202,Carbon-14,2021-10-18,8130.081676,Bq/m3,990.0099458
547,9054,Carbon-14,2022-10-19,7980.167827,Bq/m3,970.0204
548,9054,Carbon-14,2019-10-29,1100.007408,Bq/m3,327.0022021
549,10202,Carbon-14,2011-10-03,3310019.32,Bq/m3,407002.38
550,9054,Carbon-14,2015-10-05,274001.02,Bq/m3,32900.12
551,10202,Carbon-14,2015-10-05,8900033.04,Bq/m3,1070003.97
552,9054,Carbon-14,2021-10-05,3020.024463,Bq/m3,498.004034
553,9054,Carbon-14,2013-10-09,227001.63,Bq/m3,28200.2
554,9054,Carbon-14,2021-11-10,3030.107002,Bq/m3,499.0176217
555,9054,Carbon-14,2011-11-02,214002.98,Bq/m3,26400.37
556,10202,Carbon-14,2021-11-24,6580.226827,Bq/m3,512.0176498
557,10202,Carbon-14,2019-11-05,4020.017752,Bq/m3,410.0018105
558,10202,Carbon-14,2022-11-08,15900.23916,Bq/m3,1780.026774
559,10202,Carbon-14,2020-12-01,2950.061675,Bq/m3,368.0076937
560,9054,Carbon-14,2018-12-10,1500.025005,Bq/m3,473.007885
561,10202,Carbon-14,2022-12-12,15500.25817,Bq/m3,1730.028816
562,10202,Carbon-14,2019-12-18,3550.072112,Bq/m3,385.0078206
563,9054,Carbon-14,2019-12-19,1450.029054,Bq/m3,321.006432
564,9054,Carbon-14,2020-12-02,1340.027571,Bq/m3,321.0066048
565,10202,Carbon-14,2021-12-02,7050.231452,Bq/m3,537.0176297
566,9054,Carbon-14,2021-12-06,2830.092323,Bq/m3,434.0141584
567,10202,Carbon-14,2011-02-01,3770057.64,Bq/m3,471007.2
568,10202,Carbon-14,2022-02-01,8890.0,Bq/m3,1060.0
569,10202,Carbon-14,2023-02-13,15300.23626,Bq/m3,698.0107785
570,9054,Carbon-14,2022-02-02,964.0,Bq/m3,348.0
571,9054,Carbon-14,2019-02-04,1330.010829,Bq/m3,318.0025891
572,10202,Carbon-14,2021-03-01,4690.034626,Bq/m3,434.0032042
573,9054,Carbon-14,2021-03-02,2150.017179,Bq/m3,346.0027646
574,10202,Carbon-14,2020-03-03,3580.017983,Bq/m3,384.0019289
575,9054,Carbon-14,2018-03-07,287001.604,Bq/m3,34600.19338
576,9054,Carbon-14,2014-04-01,424001.44,Bq/m3,50900.17
577,10202,Carbon-14,2018-04-10,543.3673469,Bq/m3,355.0
578,9054,Carbon-14,2019-04-10,1170.016792,Bq/m3,322.0046213
579,10202,Carbon-14,2014-04-02,6520193.0,Bq/m3,780023.09
580,10202,Carbon-14,2022-04-20,15200.7113,Bq/m3,1710.080021
581,9054,Carbon-14,2022-04-21,4120.191434,Bq/m3,598.0277859
582,9054,Carbon-14,2015-04-22,297003.01,Bq/m3,35700.36
583,10202,Carbon-14,2015-04-22,9930100.72,Bq/m3,1190012.07
584,9054,Carbon-14,2017-04-03,243001.2307,Bq/m3,29200.14788
585,9054,Carbon-14,2023-04-03,9250.089736,Bq/m3,535.0051902
586,10202,Carbon-14,2023-04-03,17700.17196,Bq/m3,742.0072086
587,10202,Carbon-14,2011-04-04,1120013.26,Bq/m3,139001.65
588,9054,Carbon-14,2016-04-04,241000.602,Bq/m3,29000.07243
589,10202,Carbon-14,2016-04-04,9050022.605,Bq/m3,1090002.723
590,10202,Carbon-14,2017-04-04,8960042.41,Bq/m3,1080005.112
591,10202,Carbon-14,2013-04-08,3780071.99,Bq/m3,476009.06
592,9054,Carbon-14,2020-04-08,1390.007634,Bq/m3,334.0018344
593,9054,Carbon-14,2018-04-09,0.0,Bq/m3,0.0
594,10202,Carbon-14,2019-04-09,2510.036854,Bq/m3,364.0053446
595,9054,Carbon-14,2012-05-01,264005.14,Bq/m3,32700.64
596,10202,Carbon-14,2022-05-16,16000.64275,Bq/m3,1790.071907
597,10202,Carbon-14,2023-05-02,12700.11917,Bq/m3,635.0059587
598,9054,Carbon-14,2011-05-03,202002.53,Bq/m3,25300.32
599,10202,Carbon-14,2021-06-10,7520.070463,Bq/m3,507.0047506
600,9054,Carbon-14,2020-06-02,1090.010589,Bq/m3,328.0031865
601,10202,Carbon-14,2020-06-02,7540.040892,Bq/m3,508.002755
602,9054,Carbon-14,2013-06-20,155000.42,Bq/m3,19300.05
603,10202,Carbon-14,2022-06-29,17600.57344,Bq/m3,1960.06386
604,10202,Carbon-14,2023-06-05,21100.12753,Bq/m3,1470.008885
605,10202,Carbon-14,2012-06-06,3970053.47,Bq/m3,496006.68
606,9054,Carbon-14,2021-06-07,1950.050563,Bq/m3,328.008505
607,9054,Carbon-14,2019-07-01,857.0222575,Bq/m3,327.0084926
608,10202,Carbon-14,2019-07-01,1520.039455,Bq/m3,340.0088256
609,9054,Carbon-14,2016-07-11,309001.1556,Bq/m3,37100.13874
610,10202,Carbon-14,2016-07-11,10700040.02,Bq/m3,1290004.824
611,9054,Carbon-14,2017-07-11,266001.5123,Bq/m3,32000.18194
612,9054,Carbon-14,2018-07-11,853.0,Bq/m3,391.0
613,10202,Carbon-14,2017-07-12,10600074.46,Bq/m3,1270008.921
614,10202,Carbon-14,2018-07-12,1270.0,Bq/m3,414.0
615,9054,Carbon-14,2014-07-14,313003.05,Bq/m3,37600.37
616,10202,Carbon-14,2014-07-14,3340025.76,Bq/m3,399003.08
617,10202,Carbon-14,2022-07-18,17800.51437,Bq/m3,1970.056927
618,9054,Carbon-14,2022-07-19,5700.162982,Bq/m3,744.0212735
619,9054,Carbon-14,2012-07-02,183000.89,Bq/m3,23100.11
620,10202,Carbon-14,2012-07-02,4500021.86,Bq/m3,564002.74
621,10202,Carbon-14,2013-07-02,3370019.11,Bq/m3,424002.4
622,9054,Carbon-14,2023-07-03,10700.13599,Bq/m3,848.0107777
623,10202,Carbon-14,2023-07-03,26300.33426,Bq/m3,1790.02275
624,9054,Carbon-14,2011-07-04,178001.51,Bq/m3,22100.19
625,9054,Carbon-14,2021-07-06,2250.043718,Bq/m3,429.0083355
626,10202,Carbon-14,2021-07-06,4930.137768,Bq/m3,674.0188348
627,9054,Carbon-14,2015-07-07,228001.54,Bq/m3,27400.18
628,10202,Carbon-14,2015-07-07,8220055.36,Bq/m3,988006.65
629,10202,Carbon-14,2011-08-01,3470013.31,Bq/m3,428001.64
630,10202,Carbon-14,2021-08-02,9030.105671,Bq/m3,1070.012521
631,9054,Carbon-14,2013-08-22,256001.81,Bq/m3,31700.22
632,10202,Carbon-14,2022-08-23,13900.52885,Bq/m3,1570.059733
633,9054,Carbon-14,2021-08-03,2730.031081,Bq/m3,477.0054306
634,10202,Carbon-14,2022-09-14,14300.20484,Bq/m3,1610.023062
635,10202,Carbon-14,2023-09-04,29400.29739,Bq/m3,1980.020028
636,10202,Carbon-14,2021-09-06,9990.09664,Bq/m3,1170.011318
637,9054,Carbon-14,2021-09-07,2740.02851,Bq/m3,475.0049424
638,9054,Carbon-14,2020-09-08,1280.007118,Bq/m3,381.0021189
639,10202,Carbon-14,2020-09-08,6130.033922,Bq/m3,517.0028609
640,9054,Carbonate,2022-01-10,3.3,mg/l,
641,10202,Carbonate,2022-01-11,3.3,mg/l,
642,10202,Carbonate,2023-01-23,3.3,mg/l,
643,9054,Carbonate,2023-01-24,3.3,mg/l,
644,10202,Carbonate,2022-10-17,3.3,mg/l,
645,10202,Carbonate,2021-10-18,3.3,mg/l,
646,9054,Carbonate,2022-10-19,3.3,mg/l,
647,10202,Carbonate,2023-10-02,3.3,mg/l,
648,9054,Carbonate,2023-10-03,3.3,mg/l,
649,9054,Carbonate,2021-10-05,3.3,mg/l,
650,9054,Carbonate,2021-11-10,3.3,mg/l,
651,10202,Carbonate,2021-11-24,3.3,mg/l,
652,10202,Carbonate,2020-12-01,3.3,mg/l,
653,10202,Carbonate,2019-12-18,3.3,mg/l,
654,9054,Carbonate,2019-12-19,3.3,mg/l,
655,9054,Carbonate,2020-12-02,3.3,mg/l,
656,10202,Carbonate,2021-12-02,3.3,mg/l,
657,9054,Carbonate,2021-12-06,3.3,mg/l,
658,10202,Carbonate,2022-02-01,3.3,mg/l,
659,9054,Carbonate,2022-02-02,3.3,mg/l,
660,10202,Carbonate,2021-03-01,3.3,mg/l,
661,9054,Carbonate,2021-03-02,3.3,mg/l,
662,10202,Carbonate,2020-03-03,3.3,mg/l,
663,10202,Carbonate,2018-04-10,10.0,mg/l,
664,9054,Carbonate,2019-04-10,3.3,mg/l,
665,10202,Carbonate,2022-04-20,3.3,mg/l,
666,9054,Carbonate,2022-04-21,3.3,mg/l,
667,9054,Carbonate,2017-04-03,10.0,mg/l,
668,9054,Carbonate,2023-04-03,3.3,mg/l,
669,10202,Carbonate,2023-04-03,3.3,mg/l,
670,9054,Carbonate,2016-04-04,10.0,mg/l,
671,10202,Carbonate,2016-04-04,10.0,mg/l,
672,10202,Carbonate,2017-04-04,10.0,mg/l,
673,9054,Carbonate,2020-04-08,3.3,mg/l,
674,9054,Carbonate,2018-04-09,10.0,mg/l,
675,10202,Carbonate,2019-04-09,3.3,mg/l,
676,10202,Carbonate,2021-06-10,3.3,mg/l,
677,9054,Carbonate,2020-06-02,3.3,mg/l,
678,10202,Carbonate,2020-06-02,3.3,mg/l,
679,9054,Carbonate,2021-06-07,3.3,mg/l,
680,10202,Carbonate,2022-07-18,3.3,mg/l,
681,9054,Carbonate,2022-07-19,3.3,mg/l,
682,9054,Carbonate,2023-07-03,3.3,mg/l,
683,10202,Carbonate,2023-07-03,3.3,mg/l,
684,9054,Carbonate,2021-07-06,3.3,mg/l,
685,10202,Carbonate,2021-07-06,3.3,mg/l,
686,10202,Carbonate,2021-08-02,3.3,mg/l,
687,9054,Carbonate,2021-08-03,3.3,mg/l,
688,10202,Carbonate,2021-09-06,3.3,mg/l,
689,9054,Carbonate,2021-09-07,3.3,mg/l,
690,9054,Carbonate,2020-09-08,3.3,mg/l,
691,10202,Carbonate,2020-09-08,3.3,mg/l,
692,9054,Chloride,2012-01-10,65.6,mg/l,6.56
693,10202,Chloride,2012-01-10,39.7,mg/l,3.97
694,9054,Chloride,2022-01-10,52.9,mg/l,5.29
695,10202,Chloride,2016-01-11,44.5,mg/l,4.45
696,10202,Chloride,2022-01-11,51.6,mg/l,5.16
697,9054,Chloride,2015-01-12,56.7,mg/l,5.67
698,10202,Chloride,2015-01-12,36.7,mg/l,3.67
699,10202,Chloride,2023-01-23,43.7,mg/l,4.37
700,9054,Chloride,2023-01-24,50.5,mg/l,5.05
701,9054,Chloride,2014-01-07,62.1,mg/l,6.21
702,9054,Chloride,2013-01-08,60.2,mg/l,6.02
703,10202,Chloride,2013-01-08,47.0,mg/l,4.7
704,10202,Chloride,2014-01-08,38.8,mg/l,3.88
705,10202,Chloride,2012-10-01,53.9,mg/l,5.39
706,10202,Chloride,2014-10-01,36.7,mg/l,3.67
707,10202,Chloride,2013-10-10,41.0,mg/l,4.1
708,10202,Chloride,2022-10-17,36.1,mg/l,3.61
709,10202,Chloride,2021-10-18,48.4,mg/l,4.84
710,9054,Chloride,2022-10-19,53.3,mg/l,5.33
711,10202,Chloride,2023-10-02,14.2,mg/l,1.42
712,10202,Chloride,2011-10-03,35.8,mg/l,3.58
713,9054,Chloride,2023-10-03,24.4,mg/l,2.44
714,9054,Chloride,2015-10-05,54.8,mg/l,5.48
715,10202,Chloride,2015-10-05,37.0,mg/l,3.7
716,9054,Chloride,2021-10-05,51.3,mg/l,5.13
717,9054,Chloride,2021-11-10,51.1,mg/l,5.11
718,10202,Chloride,2021-11-24,46.5,mg/l,4.65
719,10202,Chloride,2020-12-01,22.2,mg/l,2.22
720,10202,Chloride,2019-12-18,19.4,mg/l,1.94
721,9054,Chloride,2019-12-19,15.5,mg/l,1.55
722,9054,Chloride,2020-12-02,20.7,mg/l,2.07
723,10202,Chloride,2021-12-02,50.4,mg/l,5.04
724,9054,Chloride,2021-12-06,53.6,mg/l,5.36
725,10202,Chloride,2011-02-01,30.0,mg/l,3.0
726,10202,Chloride,2022-02-01,49.0,mg/l,4.9
727,9054,Chloride,2022-02-02,53.0,mg/l,5.3
728,9054,Chloride,2010-02-24,47.5,mg/l,4.75
729,10202,Chloride,2021-03-01,51.4,mg/l,5.14
730,9054,Chloride,2021-03-02,46.6,mg/l,4.66
731,10202,Chloride,2020-03-03,35.9,mg/l,3.59
732,10202,Chloride,2018-04-10,36.9,mg/l,3.69
733,9054,Chloride,2019-04-10,48.6,mg/l,4.86
734,9054,Chloride,2010-04-16,52.9,mg/l,5.29
735,10202,Chloride,2014-04-02,48.6,mg/l,4.86
736,10202,Chloride,2022-04-20,44.5,mg/l,4.45
737,10202,Chloride,2010-04-21,31.7,mg/l,3.17
738,9054,Chloride,2022-04-21,53.5,mg/l,5.35
739,10202,Chloride,2015-04-22,39.1,mg/l,3.91
740,9054,Chloride,2017-04-03,51.6,mg/l,5.16
741,9054,Chloride,2023-04-03,43.9,mg/l,4.39
742,10202,Chloride,2023-04-03,37.5,mg/l,3.75
743,10202,Chloride,2011-04-04,34.4,mg/l,3.44
744,9054,Chloride,2016-04-04,53.4,mg/l,5.34
745,10202,Chloride,2016-04-04,43.7,mg/l,4.37
746,10202,Chloride,2017-04-04,36.6,mg/l,3.66
747,10202,Chloride,2013-04-08,45.2,mg/l,4.52
748,9054,Chloride,2020-04-08,41.2,mg/l,4.12
749,9054,Chloride,2018-04-09,48.0,mg/l,4.8
750,10202,Chloride,2019-04-09,40.2,mg/l,4.02
751,9054,Chloride,2010-05-06,54.0,mg/l,5.4
752,10202,Chloride,2021-06-10,49.6,mg/l,4.96
753,9054,Chloride,2020-06-02,37.4,mg/l,3.74
754,10202,Chloride,2020-06-02,39.4,mg/l,3.94
755,9054,Chloride,2013-06-20,63.5,mg/l,6.35
756,9054,Chloride,2010-06-03,54.8,mg/l,5.48
757,10202,Chloride,2012-06-06,41.6,mg/l,4.16
758,9054,Chloride,2021-06-07,48.1,mg/l,4.81
759,9054,Chloride,2014-07-14,56.5,mg/l,5.65
760,10202,Chloride,2014-07-14,44.6,mg/l,4.46
761,10202,Chloride,2022-07-18,40.0,mg/l,4.0
762,9054,Chloride,2022-07-19,50.5,mg/l,5.05
763,9054,Chloride,2012-07-02,66.5,mg/l,6.65
764,10202,Chloride,2012-07-02,39.5,mg/l,3.95
765,10202,Chloride,2013-07-02,39.6,mg/l,3.96
766,9054,Chloride,2023-07-03,44.2,mg/l,4.42
767,10202,Chloride,2023-07-03,39.5,mg/l,3.95
768,9054,Chloride,2011-07-04,62.9,mg/l,6.29
769,9054,Chloride,2021-07-06,49.1,mg/l,4.91
770,10202,Chloride,2021-07-06,49.5,mg/l,4.95
771,10202,Chloride,2015-07-07,37.7,mg/l,3.77
772,9054,Chloride,2011-08-01,71.1,mg/l,7.11
773,10202,Chloride,2011-08-01,37.1,mg/l,3.71
774,9054,Chloride,2013-08-22,63.6,mg/l,6.36
775,9054,Chloride,2021-08-03,49.7,mg/l,4.97
776,10202,Chloride,2021-09-06,50.2,mg/l,5.02
777,9054,Chloride,2021-09-07,51.0,mg/l,5.1
778,9054,Chloride,2020-09-08,37.2,mg/l,3.72
779,10202,Chloride,2020-09-08,43.6,mg/l,4.36
780,9054,Chlorine-36,2011-01-10,486.0,Bq/m3,269.0
781,9054,Chlorine-36,2012-01-10,826.0,Bq/m3,322.0
782,10202,Chlorine-36,2012-01-10,854.0,Bq/m3,327.0
783,9054,Chlorine-36,2022-01-10,6730.004961,Bq/m3,1700.001253
784,10202,Chlorine-36,2022-01-11,18100.01323,Bq/m3,4440.003246
785,9054,Chlorine-36,2015-01-12,820.0,Bq/m3,281.0
786,10202,Chlorine-36,2015-01-12,796.0,Bq/m3,275.0
787,10202,Chlorine-36,2023-01-23,10300.00187,Bq/m3,2150.00039
788,9054,Chlorine-36,2023-01-24,12800.00224,Bq/m3,2650.000464
789,9054,Chlorine-36,2014-01-07,419.0,Bq/m3,197.0
790,9054,Chlorine-36,2013-01-08,617.0,Bq/m3,276.0
791,10202,Chlorine-36,2013-01-08,1020.0,Bq/m3,359.0
792,10202,Chlorine-36,2014-01-08,452.0,Bq/m3,219.0
793,10202,Chlorine-36,2022-10-17,9860.001057,Bq/m3,2500.000268
794,10202,Chlorine-36,2021-10-18,21100.00345,Bq/m3,5190.000849
795,9054,Chlorine-36,2022-10-19,10700.00141,Bq/m3,2220.000293
796,10202,Chlorine-36,2023-10-02,12900.00097,Bq/m3,460.0000346
797,9054,Chlorine-36,2023-10-03,8520.000586,Bq/m3,340.0000234
798,9054,Chlorine-36,2015-10-05,1030.0,Bq/m3,391.0
799,10202,Chlorine-36,2015-10-05,1660.0,Bq/m3,524.0
800,9054,Chlorine-36,2021-10-05,4610.000872,Bq/m3,1240.000235
801,9054,Chlorine-36,2021-11-10,5960.001015,Bq/m3,1610.000274
802,10202,Chlorine-36,2021-11-24,13900.00999,Bq/m3,3520.00253
803,10202,Chlorine-36,2020-12-01,7300.001013,Bq/m3,1940.000269
804,10202,Chlorine-36,2019-12-18,4120.00077,Bq/m3,1120.000209
805,9054,Chlorine-36,2019-12-19,872.0001805,Bq/m3,322.0000667
806,9054,Chlorine-36,2020-12-02,2530.000335,Bq/m3,727.0000963
807,10202,Chlorine-36,2021-12-02,15600.01259,Bq/m3,3860.003114
808,9054,Chlorine-36,2021-12-06,6580.005844,Bq/m3,1670.001483
809,10202,Chlorine-36,2011-02-01,1220.0,Bq/m3,372.0
810,10202,Chlorine-36,2022-02-01,24300.01776,Bq/m3,5890.004305
811,9054,Chlorine-36,2022-02-02,7750.006153,Bq/m3,1960.001556
812,10202,Chlorine-36,2021-03-01,14700.00166,Bq/m3,3810.00043
813,9054,Chlorine-36,2021-03-02,3450.000543,Bq/m3,978.0001539
814,10202,Chlorine-36,2020-03-03,2740.000186,Bq/m3,819.0000555
815,10202,Chlorine-36,2018-04-10,3720.000585,Bq/m3,875.0001377
816,9054,Chlorine-36,2019-04-10,2110.000559,Bq/m3,547.0001448
817,10202,Chlorine-36,2022-04-20,23800.012,Bq/m3,5820.002934
818,9054,Chlorine-36,2022-04-21,8390.004547,Bq/m3,2120.001149
819,9054,Chlorine-36,2017-04-03,865.0001307,Bq/m3,283.0000427
820,9054,Chlorine-36,2023-04-03,14500.00208,Bq/m3,2970.000425
821,10202,Chlorine-36,2023-04-03,10300.00148,Bq/m3,2150.000308
822,9054,Chlorine-36,2016-04-04,1230.000077,Bq/m3,380.0000239
823,10202,Chlorine-36,2016-04-04,2100.000132,Bq/m3,563.0000353
824,10202,Chlorine-36,2017-04-04,1090.000158,Bq/m3,328.0000475
825,9054,Chlorine-36,2020-04-08,843.0001265,Bq/m3,340.000051
826,9054,Chlorine-36,2018-04-09,1150.000123,Bq/m3,356.0000382
827,10202,Chlorine-36,2019-04-09,2370.000433,Bq/m3,602.0001101
828,10202,Chlorine-36,2021-06-10,30000.0068,Bq/m3,7590.001721
829,9054,Chlorine-36,2020-06-02,878.0000484,Bq/m3,333.0000184
830,10202,Chlorine-36,2020-06-02,3280.000164,Bq/m3,920.0000459
831,9054,Chlorine-36,2013-06-20,352.0,Bq/m3,209.0
832,9054,Chlorine-36,2021-06-07,3630.000569,Bq/m3,1000.000157
833,9054,Chlorine-36,2014-07-14,608.0,Bq/m3,253.0
834,10202,Chlorine-36,2014-07-14,874.0,Bq/m3,307.0
835,10202,Chlorine-36,2022-07-18,18300.00842,Bq/m3,4490.002065
836,9054,Chlorine-36,2022-07-19,9640.004379,Bq/m3,2410.001095
837,9054,Chlorine-36,2012-07-02,353.0,Bq/m3,214.0
838,10202,Chlorine-36,2012-07-02,319.0,Bq/m3,207.0
839,10202,Chlorine-36,2013-07-02,395.0,Bq/m3,229.0
840,9054,Chlorine-36,2023-07-03,7520.001173,Bq/m3,853.0001331
841,10202,Chlorine-36,2023-07-03,12300.00192,Bq/m3,1370.000214
