station_id,longitude,latitude,ground_elevation,total_depth,total_depth2,aquifer,well_use
1240P1,303008.58,503485.62,17.16,4,10,UPPER,Active
1241P1,303002.9,503402.7,16.6,4,10,UPPER,Active
1242P1,302983.11,503342.75,16.56,4,10,UPPER,Active
1243P1,302960.83,503251.79,16.81,4,10,UPPER,Active
755P1,302883.76,503940.84,19.06,9.7,15.4,UPPER,Active
717P1,302880.56,503811.82,20.04,3.3,17,UPPER,Active
795Ap1,302790.48,503725.44,18.65,3.5,17,UPPER,Active
797P1,303221.07,503762.4,20.1,4.7,7.7,UPPER,Active
790P1,302827.49,504045.93,22.47,14,42,LOWER,Active
790P2,302827.49,504045.93,22.47,13,18,UPPER,Active
790P3,302827.49,504045.93,22.47,5,9,UPPER,Active
793p1,302968.42,503692.65,19.22,16.9,17.8,UPPER,Active
793p2,302968.42,503692.65,19.22,10.25,13.9,UPPER,Active
793P3,302968.42,503692.65,19.22,4.25,6.25,UPPER,Active
781P1,302911.22,504164.76,24.67,19,30,UPPER,Active
781P2,302911.22,504164.76,24.67,12,16,UPPER,Active
781P3,302911.22,504164.76,24.67,1,4,UPPER,Active
782AP1,302813.52,504213.68,24.43,9.5,18,UPPER,Active
749p1,303021.06,503630.95,18.99,10,14.5,UPPER,Active
740P1,302673.85,504396.25,23.72,9.9,18,UPPER,Active
741p1,303027.41,504634.97,30.59,5.7,11.2,UPPER,Active
743P1,302717.8,504133.83,23.21,11.1,19.6,UPPER,Active
744P1,302637.45,503964.73,21.42,19.6,24,LOWER,Active
745P1,302060.33,503407.83,6.46,2.6,8.5,UPPER,Active
746p1,301872.06,503472.69,9.71,5.7,11.6,UPPER,Active
747P1,301945.24,503465.94,3.99,0,6.2,UPPER,Active
720P1,302942.42,504041.38,22.7,10,18,UPPER,Active
721P1,302441.42,503741.36,18.78,6.3,28.3,UPPER,Active
733P1,303342.47,504286.56,30.19,19.43,85.57,LOWER,Active
733p2,303342.47,504286.56,30.19,2.9,8.5,UPPER,Active
723P1,302112.67,503422.19,8.66,3,16,LOWER,Active
713P1,303048.5,504034.94,22.74,5.3,10.9,UPPER,Active
714P1,302863.34,504055.98,22.92,3.6,12.6,UPPER,Active
710p1,302529.37,503728.58,18.28,10.1,28,LOWER,Active
706P1,302078.6,503558.01,23.87,16,30,UPPER,Active
708P1,302375.22,503917.76,20.89,12,37,LOWER,Active
709p1,302407.62,503776.44,19.29,32.6,35.75,LOWER,Active
709p2,302407.62,503776.44,19.29,,,U/K,Active
702P1,301989.59,503332.9,7.18,2,13.5,LOWER,Active
6901p1,302585.63,502711.37,9.66,6.5,7.5,UPPER,Active
6902P1,302509.85,503677.02,17.98,21.5,22.5,LOWER,Active
6902P2,302509.85,503677.02,17.98,10,11,UPPER,Active
9054,302887.53,504001.13,22.7,27,30,LOWER,Active
9055,302885,504003.2,22.71,11.3,14.3,UPPER,Active
9056,302962.6,503947.6,22.54,27,30,LOWER,Active
9057,302959.1,503949.2,22.54,10.5,13.5,UPPER,Active
9059,302986.93,503936.57,22.53,11.5,14.5,UPPER,Active
9060,302977.08,504003.45,22.6,11.5,15,UPPER,Active
9063,302917.07,504045.57,22.31,26,30,LOWER,Active
9112P1,303442.46,503533.07,23.21,6.1,7,UPPER,Active
9113P1,302890.13,503264.84,15.32,3,6,UPPER,Active
9114P1,303045.21,503059.51,16.51,4,8,UPPER,Active
9115P1,302942.68,503562.9,16.81,5,9,UPPER,Active
9116P1,302974.91,503613.86,17.06,8,10,UPPER,Active
9117P1,303008.5,503633.98,16.74,4.5,8,UPPER,Active
9118P1,302383.02,504256.8,21.08,8.5,11.5,UPPER,Active
9275,303050.23,503919.87,22.11,9,13,UPPER,Active
9276,303049,503917.13,22.15,26.4,30.4,LOWER,Active
9630,302544.51,502638.87,8.94,4,10,UPPER,Active
9631,302451.71,503191.8,14.23,16,20,LOWER,Active
9632,302366.8,503608.65,17.44,16,20,LOWER,Active
9633,302545.64,503608.23,17.51,12,16,UPPER,Active
9634,302401.66,504171.31,21.1,11,15,UPPER,Active
9641,302739.49,503489.72,14.78,3.8,4.8,UPPER,Active
9642,302315.49,503800.22,20.84,46,48,LOWER,Active
9643,302321.32,503803.49,20.81,11.5,14.5,UPPER,Active
9644,302337.35,504428.75,22.59,13,14,UPPER,Active
9645,302342.61,504423.62,22.9,17,18,UPPER,Active
9646,303356.47,504292.7,28.36,6.5,8.5,UPPER,Active
9775,303111.47,504535.26,35.5,18.9,21.9,UPPER,Active
9779,302036,503521.8,8.01,8.5,9.5,LOWER,Active
9780,302105.28,503568.34,24.32,21,24,UPPER,Active
9781,302223.23,503484.06,19.48,26,29,LOWER,Active
9782,302323.54,503647.08,18.12,21,24,LOWER,Active
9783,302269.12,503766,19.42,17,19,UPPER,Active
9784,302210.44,504063.54,19.17,59,62,LOWER,Active
9848,302473.95,503335.73,15.37,8.5,11.5,UPPER,Active
9897,303118.13,503636.01,,4.8,7.8,U/K,Active
9901,302868.23,504041.54,22.85,31.5,34.5,LOWER,Active
9902,302875.74,504028.58,22.73,31.5,34.5,LOWER,Active
9979,302602.91,504705.55,28.46,41,44,LOWER,Active
9980,302610.31,504559.78,23.98,37,40,LOWER,Active
9981,302510.03,504494.53,22.57,31,34,LOWER,Active
9982,302343,504427.45,22.33,53,56,LOWER,Active
9983,302347.61,504325.98,22.73,57,60,LOWER,Active
AS01,,,,,,U/K,Active
BH01,302081.75,505463.03,35.96,41,60,LOWER,Active
BH02,,,,30,50,U/K,Active
BH04,302225.67,504932.99,31.44,40,60,LOWER,Active
BHH-Pz-01a,302222,504065,18.19,21,55,LOWER,Active
BHH-Pz-01b,302223,504071,18.38,56,70,LOWER,Active
BHH-Pz-03a,302093,504166,21.45,14,52,LOWER,Active
BHH-Pz-03b,302090,504167,21.55,60,70,LOWER,Active
BHH-Pz-04a,302069,503953,22.61,10,40,LOWER,Active
BHH-Pz-04b,302068,503946,22.72,48,71,LOWER,Active
BHH-Pz-05a,302003,503756,23.8,37,47,LOWER,Active
BHH-Pz-05b,302002,503753,23.68,52,67,LOWER,Active
BHH-Pz-05c,302000,503748,23.74,9,15,UPPER,Active
BHH-Pz-06a,301988,504333,19.41,20,50,LOWER,Active
BHH-Pz-06b,301991,504333,19.33,54,80,LOWER,Active
BHH-Pz-07a,301871,504076,21.87,24,55,LOWER,Active
BHH-Pz-07b,301869,504077,21.79,66,80,LOWER,Active
BHH-Pz-08aa,301791,503923,22.3,25,35,LOWER,Active
BHH-Pz-09a,301766,504314,29.48,19,30,UPPER,Active
BHH-Pz-10a,301697,504134,25.39,64,80,LOWER,Active
BHH-Pz-11a,301709,504374,23.93,21,38,LOWER,Active
BHH-Pz-11b,301697,504383,22.63,76,87.5,LOWER,Active
BHH-Pz-12a,301719,504255,24.7,60,70.5,LOWER,Active
BHH-Pz-15a,302254,504252,19.16,15,31.5,LOWER,Active
BHH-Pz-16,302225,504140,19.66,21,30,LOWER,Active
BH-Pz01,301930.16,505418.63,31.9,24.7,50,LOWER,Active
BH-Pz02,302423.16,505391.89,44.64,21,50,UPPER,Active
BH-Pz03,302102.02,505302.24,35.36,22,50,LOWER,Active
BH-Pz04,302327.42,505082.91,42.31,25,50,UPPER,Active
BH-Pz05,,,,42.2,56.7,U/K,Active
BH-Pz06,301633,504816,21.22,70,85,LOWER,Active
BH-Pz07,301832.66,504803.18,18.94,61,75,LOWER,Active
BH-Pz08,,,,31,50,U/K,Active
BHR-Pz01,,,,20,25,U/K,Active
BHR-Pz02,,,,10.5,15,U/K,Active
BHR-Pz03,302335.24,504779.73,27.28,15,20,UPPER,Active
BHR-Pz04,301756.75,504695.35,9.76,2,17,UPPER,Active
BHR-Pz05,302163.47,504657.29,20.01,2,21,UPPER,Active
BHR-Pz06,302039.55,504480.22,18.66,9,39,LOWER,Active
BHR-Pz07,,,,2,5,U/K,Active
BHR-Pz08,302625.46,505200.94,44.09,3.5,4.5,UPPER,Active
DBH-Pz01,,,,13,23,U/K,Active
DBH-Pz02,,,,26,50,U/K,Active
DBH-Pz03,302015.36,505659.65,38.01,10.9,18.9,UPPER,Active
DBH-Pz04,302013.25,505658.86,37.99,25,50,UPPER,Active
DBH-Pz05,302311,505681,39.18,2,7,UPPER,Active
DBH-Pz06,302313,505681,39.11,20,50,UPPER,Active
DBH-Pz07,301697.42,505360.84,27.93,31,35.3,LOWER,Active
DBH-Pz08,301699.04,505361.95,28.09,39,52,LOWER,Active
DBH-Pz09,,,,9,20,U/K,Active
DBH-Pz10,,,,11.5,20,U/K,Active
DBH-Pz11,302102.22,505322,34.08,20,50,LOWER,Active
DBH-Pz12,302124.13,505326.61,34.89,15,20.2,UPPER,Active
DBH-Pz13,302121.97,505326.54,34.77,23,50,LOWER,Active
DBH-Pz14,302632.78,505322.89,37.98,2,8,UPPER,Active
DBH-Pz15A,,,,12,50,U/K,Active
DBH-Pz16,302504.41,505247.76,48.47,2,4.5,UPPER,Active
DBH-Pz17,302505.66,505248.24,48.4,16,50,UPPER,Active
DBH-Pz18,,,,13,23.4,U/K,Active
DBH-Pz19,301760.63,505083.36,23.05,42,57,LOWER,Active
DBH-Pz20,,,,4,6,U/K,Active
DBH-Pz21,302497.78,505031.76,47.04,18,70,UPPER,Active
DBH-Pz22,301836.45,504803,18.56,34,58,LOWER,Active
DBH-Pz23,,,,36,59,U/K,Active
DBH-Pz24,301832.39,504821.6,18.85,60,75,LOWER,Active
DBH-Pz25,301816.7,504828.2,19.32,34,59,LOWER,Active
DBH-Pz26,301812.4,504828.08,19.27,61,75,LOWER,Active
DBH-Pz27,301899.51,504591.35,16.21,3,15,UPPER,Active
DBH-Pz28,301901.47,504591.38,16.25,39,59,LOWER,Active
DBH-Pz29,301636.61,505491.44,20.76,8.5,32,UPPER,Active
DBH-Pz30,301834.35,504803.29,18.72,11,15,UPPER,Active
DBH-Pz31,301836.45,504821.82,18.62,13,15,UPPER,Active
DBH-Pz32,301814.51,504828.15,19.28,7,15,UPPER,Active
DBH-Pz33,302128.87,504793.82,26.72,8,13,UPPER,Active
DBH-Pz34,301662.94,504502.51,19.92,5.5,15,UPPER,Active
DBH-Pz35,301660.89,504502.2,19.88,44.5,65,LOWER,Active
DBH-Pz36,301701.05,505363.39,28.27,3.8,7.4,UPPER,Active
DBH-Pz37,301628,504825,21.03,11,38.7,LOWER,Active
DBH-Pz38,301662,504681,7.32,51,60,LOWER,Active
DBH-W02A,302110.18,505325.3,34.18,21,50,LOWER,Active
DBH-W03,301836.85,504827.77,18.72,41.5,58,LOWER,Active
DBH-W04,301832.42,504827.93,18.99,66,80,LOWER,Active
798p1,303144.21,503706.94,19.52,13.5,14.5,UPPER,Active
798p2,303144.21,503706.94,19.52,2.95,11.5,UPPER,Active
799P1,303199.43,503555.19,19.58,9.4,10.4,UPPER,Active
799P2,303199.43,503555.19,19.58,4.5,7.5,UPPER,Active
803P1,302361.17,503729.75,20.9,39.55,65.2,LOWER,Active
803P2,302361.17,503729.75,20.9,,,U/K,Active
803p3,302361.17,503729.75,20.9,,,U/K,Active
803p4,302361.17,503729.75,20.9,10,13.5,UPPER,Active
804P1,302680.11,503727.17,17.27,11,14,UPPER,Active
804P2,302680.11,503727.17,17.27,7,9,UPPER,Active
804P3,302680.11,503727.17,17.27,3,5.8,UPPER,Active
WAGR13,,,,,,U/K,Active
6915P1,302404.75,503673.07,18.27,58,59,LOWER,To Redevelop
6915P2,302404.75,503673.07,18.27,42,43,LOWER,To Redevelop
6921P1,302652.46,503012.9,15.27,10.2,11.2,UPPER,To Redevelop
6903P1,302626.17,503654.44,16.65,21.6,22,LOWER,To Redevelop
6903P2,302626.17,503654.44,16.65,15,16,UPPER,To Redevelop
